DATA	GSM839353	GSM839354	GSM839355	GSM839356	GSM839357	GSM839358	GSM839359	GSM839360	GSM839361	GSM839362	GSM839363	GSM839364
AC068138.1	4.45815695	3.95702323	4.470306274	4.275081016	4.443482124	4.45815695	4.409319279	4.314722624	4.578444887	4.544967033	4.853740591	4.245090116
AC068831.3	5.199532824	5.2119363	5.324669794	5.194674623	5.170505822	5.086934428	5.311119234	5.152508152	5.055566064	5.172693684	5.236514009	5.092608116
AC073283.7	5.346012156	5.418360306	5.588133216	5.192628117	5.080215104	4.824125047	5.195465077	5.548431974	5.196872397	5.292599455	5.071591434	5.055560724
AC073321.4	5.494028033	5.490951122	5.621204118	5.581992365	5.59123526	5.924650361	5.633446552	5.655364791	5.767331674	5.645395295	5.585241115	5.730862868
AC074212.6	5.4712714335	5.366798151499999	5.2467948485	5.4583105409999995	5.541164729	5.4904658005	5.4578621465	5.6766562395	5.382504858	5.574299621	5.3561035194999995	5.3489890419999995
AC079305.10	4.028923202	3.90685172	4.092025423	4.125157904	3.848215864	3.911762044	4.143411396	3.967191306	4.052150318	3.922994863	3.866708222	3.988748555
AC079741.2	3.121650518	2.827516534	2.93826744	2.909999542	2.991656665	3.14079683	3.090339609	3.011321773	3.145466831	3.007495989	2.844981517	3.10094359
AC079767.4	3.44495138	3.388407465	3.515114936	3.469866445	3.517002941	3.494908496	3.589982747	3.537482601	3.652820571	3.613963507	3.384747686	3.452679193
AC079807.4	3.458882894	3.343896197	3.421283577	3.115240866	3.367827131	3.357924467	3.336503217	3.33567289	3.19856793	3.279200047	2.915109799	3.023730504
AC083843.1	5.397813435	5.5944577525	5.23050928	5.454677947	5.0836746605	5.0618593574999995	5.4905136135	5.173191962000001	4.7634164165	4.7399210095	4.768801071	4.4747315405
AC083949.1	5.658547667	6.163121334	5.471237236	5.613741174	5.519074692	5.443565918	5.53084111	5.62313232	5.611307245	5.798069465	5.556665312	5.872977984
AC084219.3	3.521910916	3.269333453	3.718585765	3.47261132	3.840172291	3.605471138	3.563764303	3.666364589	3.746909602	3.543450473	3.798868818	3.550500987
AC087501.1	2.855830331	2.9717273	2.969819024	2.846305449	2.866257781	2.842277906	2.811328856	2.763840715	2.814543592	2.896740068	2.971106396	2.903102798
AC090627.1	2.954875258	3.027650036	3.02038569	2.857412326	3.144975119	2.995021621	3.087077382	2.983803933	3.094203826	2.77832909	3.009168002	2.937770601
AC091133.1	6.746885182	6.83012011	6.590911294	6.828792175	6.198466828	6.395717613	6.490270401	6.15717733	6.965399764	6.814491104	7.040847422	7.137114866
AC091633.3	2.614571839	2.953964086	2.774905146	2.937899033	2.765860332	2.798540825	2.729237532	2.697832144	3.014752066	2.738124503	2.906384743	2.687043024
AC092192.1	2.980204032	3.11032983	3.419567614	3.014789021	3.115190223	3.376740947	2.875577467	3.110695789	3.270918541	3.212183105	3.261677418	2.825635021
AC092620.2	3.824331466	3.214560225	3.580600577	3.651545988	3.540376437	3.241670489	3.409281996	3.546179675	3.747660962	3.565683313	3.579093854	3.273114305
AC092660.1	4.944949176	4.738296785	4.959974796	4.791518083	4.923657457	4.704651548	4.799637744	4.98595707	4.849055156	5.144244745	4.819639237	4.923977991
AC092667.2	3.124587742	2.996095658	3.210923334	3.068673693	3.162158406	2.950427885	2.931905729	3.299187824	2.960583903	3.383357928	3.085652641	2.900110384
AC100830.4	4.595783038	4.442802723	4.393424715	4.615612338	4.620327012	4.751961303	4.63231128	4.487318536	4.674766731	4.818587566	4.807711521	4.451331189
AC104667.3	5.675828059	5.550831473	5.668002527	5.450139715	5.48990894	5.355971855	5.537154406	5.644864551	5.547936093	5.434533198	5.523660622	5.484878728
AC106801.1	5.133704828	5.369029187	5.350497095	5.274050011	5.597025532	5.526891087	5.126760813	5.422834304	5.131940508	5.405792805	4.923798635	5.222050239
AC108056.1	2.918884935	2.943604911	2.911509298	2.757929642	2.883175538	2.668737306	2.884101666	3.024291431	2.872934474	2.884922889	2.714970453	2.68115461
AC112198.1	3.841289146	3.788595746	3.850759458	3.831195669	3.974680542	3.814166069	3.869724385	3.843124167	3.776133198	3.792800867	3.879901945	3.847494862
AC114730.11	3.729390426	4.148809031	3.747157955	3.656582024	3.75682267	3.557720572	3.730621013	3.68907849	3.669101268	3.910752409	3.736029226	3.579542912
AC114752.3	3.66993918	3.588622392	3.836866559	3.477762269	3.601173401	3.593083966	3.57637751	3.558072398	3.64618097	3.657829569	3.742880239	3.588104489
AC124997.1	2.807750599	2.642958936	2.881210693	2.848354477	2.836210711	2.726803219	2.751094354	2.769698168	2.674598374	2.768814495	2.813955699	2.523788099
AC136289.1	2.876636703	2.726170425	2.89325975	2.771790381	2.832016115	2.944595632	3.174792058	2.881428322	2.967326134	3.000732226	2.894051807	2.631156988
AC139100.3	2.818987032	3.256378472	3.377968026	3.26494588	3.252992197	3.420474148	3.146271112	3.33741768	3.334465354	3.381655202	3.352677594	3.165775883
AC141928.1	4.756422091499999	4.743961198	4.78187417	4.739059055	4.8698554645000005	4.755760501	4.9190171825	4.81351923	4.8890141015	4.8927441885	4.773713578000001	4.73702163
AC144652.1	5.760425565	5.895785666	6.015479248	6.049235619	5.909484763	6.200215169	5.916626577	6.178641463	5.806654306	5.853911701	5.756078521	5.771412366
AC145343.2	5.55668632	5.416714391	5.458630253	5.950645098	5.527040017	5.677695356	5.327521368	5.764045985	5.466703529	5.794885162	5.690454729	5.732965789
ACAA1	8.935237068500001	8.8799083805	8.875078569500001	9.001170745	8.9998259135	9.179691176	9.0953590745	9.079448419999999	8.992722768	9.235358610999999	9.079322218	9.074162153
ACAA2	6.451309146	6.63733174	6.651656835	6.593554438	6.367825977	6.385520489	6.526031815	6.547073166	6.865405811	6.694259225	6.966139324	6.57461925
ACACA	8.0499226605	8.1147069965	8.076073745	8.0275112455	8.078570923500001	8.1235448565	7.9857266075	8.0030272345	7.7198575665	7.8216885305	7.914015168	7.9110698975
ACACB	5.922487577	5.9178112365	5.937584809	5.899581744	5.8862369825	5.9813001195	5.934418321000001	6.013358364	5.787609633000001	5.757877723	5.8220972495	5.889236432
ACAD10	5.484855846	5.4428170655	5.5058689475	5.6136468315000005	5.720821118	5.650691729	5.714610384	5.6240142905	5.481692684	5.683679109	5.7124042705	5.708665148
ACAD8	9.167694697	9.226038619	9.132911091	9.253432944	9.334395826	9.331364018	9.385864565	9.276222922	9.431195675	9.371467651	9.506198916	9.54418187
ACAD9	8.948710768	8.85542369	8.904669483	9.032276479	8.706823765	8.795363442	8.79200058	8.754587311	8.817589371	8.821013635	8.822638263	8.79268276
ACADL	4.228626484	4.599959841	4.1325305555	4.257700345	3.7600708405	3.9310366855000005	4.1577776735	3.8504501925	3.953238455	4.0424969365	4.02865773	4.01122232
ACADM	10.63160887	10.63114427	10.59095406	10.62693128	10.34576862	10.42542727	10.5966133	10.28755417	10.53266982	10.45249553	10.4080246	10.45031839
ACADS	6.339853472	6.671545463	6.489880824	6.47592123	6.487032853	6.628306533	6.503453332	6.317466304	6.449518187	6.615157796	6.715398391	6.556426499
ACADSB	6.9327340555	7.0530331375	6.8679012475	6.9745366455	6.6181185325000005	6.9271352605	6.966728932500001	6.593698313	7.521010368	7.3755407675	7.434354989	7.459799198
ACADVL	10.18463445	10.18943444	10.25955194	10.3687919	10.28847041	10.36500578	10.29712061	10.38775306	10.44557698	10.4893128	10.52572041	10.40259171
ACAN	5.6757204425	5.6878474375	5.740624888999999	5.6288817915	5.883339288	5.950851159	5.867529814	5.871919355499999	5.598124854	5.7475142535	5.573261823999999	5.532557594
ACAP1	5.331161819	5.188514921	5.190552959	5.33368518	5.4889281	5.648397275	5.41068933	5.766824624	5.389104171	5.374823998	5.368330159	5.375542285
ACAP2	7.077340179	7.195197456	6.760577784	7.117016717	7.284738494	7.574834682	7.534068717	7.416276743	7.048259265	7.070422165	7.157384252	6.958707262
ACAP3	6.0547772890000005	5.95693863	5.946457141	5.8675932275000005	5.9923051095	6.127657527	5.9595688854999995	6.024755314	5.940716521500001	6.030810182	5.924476332999999	5.9273632984999995
ACAT1	4.80860314	4.8212211	4.599605149	4.713477253	4.682866702	4.3418381	4.651579768	4.669723982	4.365882181	4.484130447	4.78288118	4.659199423
ACAT2	11.17667168	11.11079785	11.16445953	11.12943381	11.11306552	11.1304989	11.0741111	11.06028185	11.70405273	11.64659064	11.7828545	11.61726835
ACBD3	8.9100441835	8.857801371499999	8.722984317	8.8509639755	8.882298204	8.990177036	8.7960354275	8.919780029	8.9896404715	8.989324462999999	8.9103609425	9.0756000915
ACBD4	5.986709264	6.036108663	5.929118505	5.982195631	6.220557961	6.151642245	6.243426369	5.929868044	6.046494415	6.165743984	6.240687121	5.868523369
ACBD5	8.7469162	8.903898346	8.599127536000001	8.640362301	8.4766432525	8.563759536	8.5240958255	8.433266155	8.169365173	7.936170822999999	8.176460989	8.278589464
ACBD6	10.15295462	10.171056	10.16067783	10.20799295	10.1314614	10.14078862	10.1001024	10.130295	9.619894129	9.684474456	9.761453913	9.689694281
ACCS	6.077431317	6.261310479	6.257220673	6.101412414	6.210309824	6.203171617	6.272697832	6.213677457	6.068338723	6.38611689	6.12891471	6.213566072
ACD	9.648543673	9.439729426	9.569622047	9.811949575	9.56138922	9.581783885	9.524098998	9.686095937	9.755880539	9.833355621	9.887111301	9.883788646
ACE	4.192218942	4.178730896	4.3960731934999995	4.0970248015	4.317894269	3.9648143315	4.0183802665	4.3289939425	4.034948855	4.288609912	4.1667910845	4.1467670304999995
ACE2	3.579860138	3.3998969595	3.4207590165	3.487563784	3.4221768245	3.5298029790000003	3.3351295295	3.539039391	3.4019947485	3.6236696014999996	3.4514488005	3.4759183275000005
ACER1	4.743082787	4.6747534	4.464073064	4.622782936	4.814800003	4.80895631	4.409468563	4.641595471	4.442802723	4.782445581	4.702495019	4.491697216
ACER3	7.4407326529999995	7.629593205	7.3857879005000004	7.5562321905	7.219292728	7.3367700815	7.3728640545	7.375983735	7.5802579105	7.493643177	7.4484889985	7.5975049445
ACHE	4.967584188	5.030838543	5.053242297	5.046697344	5.128686173	5.100176663	5.116085644	5.233526467	5.287292122	5.222941414	4.829657661	4.853621525
ACIN1	8.519641865	8.40660858	8.378726511	8.542959099	8.557820182	8.700000103	8.572169312	8.724623636	8.355769149	8.274727354	8.487258943	8.399972253
ACKR1	4.944330951	5.051936549	4.81488728	4.872831775	5.167456901	4.908591377	4.710618955	4.879107225	5.056382771	5.216862445	4.592136994	4.872628917
ACKR2	4.988006928	4.920273164	5.202803044	4.885073431	5.078429504	4.855509273	5.069872778	5.233293662	4.899033429	4.823077449	4.716961651	4.966932693
ACKR3	3.4715575005	3.5097134050000003	3.5610384049999997	3.4049547945	3.4888821795	3.2981636119999997	3.5260215859999997	3.268499739	3.2877402934999997	3.183882541	3.434691897	3.4675249275
ACKR4	3.102113342	3.14831017	3.13876625	3.238650602	2.91831301	3.011410172	3.10357227	3.069273299	2.981248463	3.202320935	3.011410172	3.154783143
ACLY	10.33928829	10.21090691	10.2283436	10.31231738	9.820862241	9.800109728	9.804389906	9.97813114	10.41854751	10.19064557	10.30041256	10.43746603
ACMSD	3.148385782	3.14831017	3.203994861	3.303386599	3.198664584	3.199613338	3.312639325	3.123738825	3.000607328	3.231837836	2.98687003	3.062086128
ACN9	8.77366478	8.527995546	8.653672771	8.706867351	8.897548705	8.811248133	9.010793582	8.635352112	8.581370344	8.546013106	8.668556395	8.573177502
ACO1	7.85297088	8.038481405999999	7.922503341500001	7.8990437375	7.679628276999999	7.4302836370000005	7.6765145265	7.735057724000001	8.026201776	7.8780973385	7.9630595755	7.9581392045
ACO2	7.324389088	7.3730904545	7.3435681299999995	7.387162446	7.396222373500001	7.397153895	7.337215531	7.293852895000001	7.1769994215	7.1505689850000005	7.1472856425	7.2726711825
ACOT11	4.605165425999999	4.5507559650000005	4.713824644	4.6119900715	4.8237219714999995	4.6740858615	4.610407963	4.7233721074999995	4.4897873225	4.6807599060000005	4.965429013	4.6471650185
ACOT12	2.858202041	2.92465578	2.931043954	3.091456059	2.962042196	2.994719237	2.853851162	2.990996293	2.829910811	3.013478361	2.995898954	2.790731335
ACOT13	9.708578771	9.608502217	9.671835871	9.818666505	9.796058402	9.970019504	9.817567069	9.913530097	9.971811214	9.998011218	10.03158248	9.989663227
ACOT4	7.368226825	7.323272049	7.363014449	7.43138625	7.019214243	7.171709706	6.956816111	7.031882419	7.343129692	7.382913678	7.401965358	7.428789097
ACOT6	3.11205095	3.365766969	3.382600386	3.238031978	3.624879375	3.434381014	3.235118192	3.520595557	3.603875708	3.225203327	3.199657279	3.091445959
ACOT7	9.537223698	9.4444590305	9.5043895475	9.615827712000002	9.472952903	9.681436746500001	9.554187575	9.507326416000002	9.865125248999998	10.1496678185	10.0616250785	9.925114582500001
ACOT8	7.385327373000001	7.568545693499999	7.481539291999999	7.585669124	7.7004008185	7.724313433500001	7.75349196	7.623127789	7.5326195705	7.619143703	7.7512418575	7.575252363
ACOT9	10.57568954	10.50553494	10.56179962	10.58956857	10.28269051	10.28649788	10.25180224	10.36797884	10.41489255	10.46575039	10.5090184	10.55546352
ACOX1	6.928421775	6.915425471	6.883728893	6.800929957	6.97499068	7.2456628	7.374324284	7.11429612	6.89302776	6.628572044	6.875438882	6.877677213
ACOX2	7.585684054	7.785567606	7.818154626	7.925222146	7.012359196	7.053133202	6.994145902	6.938837998	6.910521341	7.010500527	6.939518963	6.961565136
ACOX3	7.153566404499999	7.254675037	7.2478017040000005	7.2866427095	7.1860847935	7.3034111415	7.2454371725	7.4418042295	7.086123684	7.201258372	7.2548007335	7.2213438375
ACOXL	4.201438421	3.9422504285	3.8165159319999997	3.997623645	3.954074814	3.973228668	3.8740275575	4.047277405	3.7327694595	3.8363787580000004	3.9337924255	3.9869615805
ACP1	10.560524155	10.489039835	10.48479829	10.65824318	10.541110945	10.624900100000001	10.457777315000001	10.60162891	10.418588374999999	10.441819485	10.494560285	10.399284145
ACP2	8.485672419	8.355480145	8.369901936	8.523983792	8.441065734	8.61387292	8.497911545	8.541525564	8.749736874	8.718130558	8.747870861	8.662458892
ACP5	4.40890746	4.145186844	4.731946861	4.5412356	4.800209545	4.621606577	4.355289356	4.8365281	4.535825116	4.245341434	4.473354759	4.549792854
ACP6	7.728485657	7.617201934000001	7.630749388	7.8442558785	7.4695847785	7.6538302945000005	7.5957805700000005	7.642538153499999	7.421880247	7.5285566804999995	7.384313431000001	7.556748433500001
ACPP	3.423753252	3.331204289	3.262310659	3.238031978	3.464442467	3.437356184	3.220579557	3.266797398	3.390295943	3.258845983	3.194367953	3.265901194
ACPT	6.382392654	6.127360974	6.27213482	6.247452275	6.499743894	6.146981598	6.298375373	6.48831082	6.24114261	6.323057918	6.142164123	6.240415714
ACR	4.916391242	4.823963904	4.967618799	4.859061099	5.107511841	4.861391862	4.975686217	5.082217331	4.823869023	4.863565551	4.884019176	4.737268576
ACRBP	4.805857838	5.12056011	5.124100677	4.923066321	5.423480723	4.923066321	4.771933892	5.325385611	4.727972239	5.336984667	4.96858049	4.690207104
ACRC	5.283254798	5.289148701	5.101198267	5.37717762	5.48965719	5.329560186	5.637456984	5.913785034	6.294834937	6.387525465	6.343505456	6.594698942
ACRV1	4.130461718499999	4.310070488	4.4399934695	4.3525995125	4.215233689	4.1993580245	4.2483365939999995	4.400181061	4.15863661	4.378103063499999	4.185486859	4.036692843
ACSBG1	4.1683439545	4.1290874639999995	4.442550701	4.008159508	4.2946957605	4.1474510040000006	3.9495719175	3.9502537775000004	4.041013753	4.0733154665	4.0870819325	4.2935393995
ACSBG2	3.911772997	3.992074079	3.932924396	3.839287221	3.92880149	3.690075733	3.823415307	4.135607767	4.108348179	3.593658595	3.912106887	3.921298834
ACSF2	7.126566601	7.302651272	7.25975479	7.516919578	7.601084808	7.667193741	7.691242744	7.556147591	7.159824635	7.429069165	7.360458677	7.343207898
ACSF3	5.641514251	5.694397769	5.595003948	5.584761181	6.013570819	5.855244899	5.597454223	5.375850198	5.372643618	5.477141921	5.46990403	5.557869353
ACSL1	8.177014427	8.2516764655	8.2070543245	8.319389194	7.4496463760000005	7.675462539	7.680354593500001	7.3627687965	8.2387395845	8.1624289025	8.20369693	8.290309522000001
ACSL3	10.44143083	10.5011023	10.36196654	10.39760591	9.67881116	9.825772243	9.856289907	9.681484388	10.01570593	9.845826038	9.880366535	9.983002609
ACSL4	5.82539233	5.448918348	5.438994313	5.616940402	5.34421945	5.213627589	5.246500151	5.552827765	5.977919118	5.959515592	5.845499093	5.622733827
ACSL5	9.0391465115	9.0027734725	9.002507120499999	9.1531285175	9.2031629735	9.2591633865	9.151091946	9.223364701	7.921002212	7.8793438195	7.884985388	7.863961219
ACSL6	3.166672988	3.024662194	3.284070695	3.251869145	3.294672932	3.205253282	3.156714616	3.610684077	3.410084425	3.085217119	3.415570343	3.217383352
ACSM1	3.37957562	3.550714239	3.557462595	3.5568719590000004	3.7093172560000003	3.617082871	3.4919852505	3.5802852025	3.5254757669999996	3.5789201695	3.452790125	3.4667269139999997
ACSM2A	2.9661434719999997	3.0805711775	3.0423087129999997	3.208719556	2.8318326684999997	2.997126875	2.9553834235	3.0131406395	3.0212488485	2.9956400925	2.9458725264999996	2.9815450305
ACSM2B	3.182561977	3.26834079	3.382848567	3.327767116	3.615297321	3.076460977	3.252659968	3.299187824	3.107139075	3.524069443	3.183958563	3.110440856
ACSM3	3.506492465	3.39880045	3.5073106715	3.1534469425	3.767823456	3.8824826630000002	3.565737297	3.8624854565	3.515184868	3.5183412155	3.5870880554999998	3.729323888
ACSM5	3.925870229	4.058787301	3.947096163	4.007053822	3.942282811	4.036873652	3.931805119	4.085498002	3.879825568	3.980902594	3.702393905	3.956754025
ACSS1	5.111029418	5.38017263	5.273241592	5.189459582	5.384548662	5.119536531	5.195599826	5.332995525	5.158857006	5.088900163	5.247119072	5.180000647
ACSS2	7.327887327	7.33309227	7.382454116	7.496863665	6.874486505	6.978691778	7.012486465	6.721566706	7.296311944	7.448762071	7.463546947	7.473703386
ACSS3	7.0998966894999995	7.1882730705	7.0858278115	7.254941177999999	7.0985116675	6.9519654575	7.037870929	6.9511601545	7.1950823985	7.0566547459999995	7.1420246935	7.1787350605
ACTA1	4.143500852	3.981064225	3.947309462	4.084236742	3.975144655	4.075445902	3.946576888	4.028969686	4.257819388	4.024080074	3.985486291	4.057701394
ACTA2	5.01531738	4.929919583	5.01804188	5.0053885135	4.9243076895	5.205794987	4.971308715	4.780381192	5.177763501499999	5.055556621	5.112193892	4.9971760725
ACTA2-AS1	3.950077266	3.83595529	4.138855704	3.917836047	4.249485914	4.073877182	4.106500103	4.308470059	3.958978794	4.07839216	4.005264339	4.02497946
ACTB	14.25219479	14.203602315000001	14.253238865	14.223788110000001	14.157556795	14.08762466	14.138166355	14.214071409999999	14.296378895	14.17917666	14.262309519999999	14.30368017
